# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu,,,,,,,,,,,,,,,,,,,
# Tue Nov 24 00:36:12 2020,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,
# User preference: *,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,
# COLUMN kepid:          KepID,,,,,,,,,,,,,,,,,,,
# COLUMN kepler_name:    Kepler Name,,,,,,,,,,,,,,,,,,,
# COLUMN koi_disposition: Exoplanet Archive Disposition,,,,,,,,,,,,,,,,,,,
# COLUMN koi_period:     Orbital Period [days],,,,,,,,,,,,,,,,,,,
# COLUMN koi_eccen:      Eccentricity,,,,,,,,,,,,,,,,,,,
# COLUMN koi_impact:     Impact Parameter,,,,,,,,,,,,,,,,,,,
# COLUMN koi_duration:   Transit Duration [hrs],,,,,,,,,,,,,,,,,,,
# COLUMN koi_depth:      Transit Depth [ppm],,,,,,,,,,,,,,,,,,,
# COLUMN koi_prad:       Planetary Radius [Earth radii],,,,,,,,,,,,,,,,,,,
# COLUMN koi_insol:      Insolation Flux [Earth flux],,,,,,,,,,,,,,,,,,,
# COLUMN koi_model_snr:  Transit Signal-to-Noise,,,,,,,,,,,,,,,,,,Confirmed,2358
# COLUMN koi_steff:      Stellar Effective Temperature [K],,,,,,,,,,,,,,,,,,Candidate,2366
# COLUMN koi_slogg:      Stellar Surface Gravity [log10(cm/s**2)],,,,,,,,,,,,,,,,,,False Positive,4840
# COLUMN koi_smet:       Stellar Metallicity [dex],,,,,,,,,,,,,,,,,,,
# COLUMN koi_srad:       Stellar Radius [Solar radii],,,,,,,,,,,,,,,,,,,9564
# COLUMN koi_smass:      Stellar Mass [Solar mass],,,,,,,,,,,,,,,,,,,
# COLUMN koi_sage:       Stellar Age [Gyr],,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,
kepid,kepler_name,koi_disposition,koi_period,koi_eccen,koi_impact,koi_duration,koi_depth,koi_prad,koi_insol,koi_model_snr,koi_steff,koi_slogg,koi_smet,koi_srad,koi_smass,koi_sage,,,
6422070,Kepler-704 b,CONFIRMED,3.76181843,0,0.926,3.5176,5.11E+02,2.66,372.62,35.9,5653,4.472,0.1,0.949,0.974,,,,
6428700,Kepler-242 b,CONFIRMED,8.20396958,0,0.823,2.9667,1.02E+03,3.01,71.5,54.4,5015,4.499,0.1,0.826,0.785,,,,
6428700,Kepler-242 c,CONFIRMED,14.49645186,0,0.97,4.016,6.48E+02,3.01,33.48,25.7,5015,4.499,0.1,0.826,0.785,,,,
5792202,,CANDIDATE,6.54626149,0,0.644,2.75,6.56E+02,2.19,101.78,24.8,5251,4.581,0.21,0.817,0.926,,,,
5794379,Kepler-241 b,CONFIRMED,12.71809866,0,0.427,3.0957,1.15E+03,2.31,23.6,52.7,4702,4.592,-0.22,0.686,0.67,,,,
5794379,Kepler-241 c,CONFIRMED,36.06588163,0,0.26,4.3246,1.56E+03,2.64,5.88,51.7,4702,4.592,-0.22,0.686,0.67,,,,
5881688,Kepler-696 b,CONFIRMED,4.190425659,0,0.458,2.8589,2.88E+03,6.21,547.9,240.6,6073,4.392,0.2,1.135,1.163,,,,
6022556,Kepler-697 b,CONFIRMED,3.709870784,0,0.023,3.0694,2.02E+03,4.35,415.1,116.1,5727,4.463,0.14,0.978,1.013,,,,
6032497,Kepler-698 b,CONFIRMED,16.3297527,0,0.791,6.271,1.19E+03,3.75,66.08,74.6,5878,4.444,-0.06,0.987,0.989,,,,
6061119,Kepler-699 b,CONFIRMED,27.80756622,0,0.782,4.21587,2.54E+04,13.84,22.24,748.1,5862,4.584,-0.52,0.785,0.865,,,,
6191521,Kepler-700 b,CONFIRMED,80.8723469,0,0.527,11.195,3.60E+03,7.59,9.88,160.9,5510,4.222,0.16,1.238,0.932,,,,
6267425,,FALSE POSITIVE,3.166465862,0,1.266,2.9381,4.36E+03,26.82,196.31,122.1,4968,4.575,-0.36,0.704,0.68,,,,
3531558,Kepler-467 b,CONFIRMED,24.99324319,0,0.686,5.9409,2.70E+02,2.29,60.88,62,5718,4.181,0,1.317,0.961,,,,
6276477,Kepler-701 b,CONFIRMED,10.35533116,0,0.029,3.1775,7.51E+02,2.47,86.22,49.2,5501,4.462,0.02,0.918,0.891,,,,
6863998,Kepler-709 b,CONFIRMED,16.08518937,0,0.867,3.984,1.44E+03,3.68,33.43,62.6,5239,4.523,0,0.826,0.83,,,,
6867155,,CANDIDATE,235.9986399,0,0.778,8.2284,2.07E+04,10.59,0.29,271.8,4245,4.627,0.12,0.657,0.666,,,,
6948054,Kepler-245 b,CONFIRMED,7.49018305,0,0.02,2.7297,1.12E+03,2.56,76.06,53,5103,4.562,0.04,0.787,0.823,,,,
6948054,Kepler-245 d,CONFIRMED,36.2761238,0,0.035,4.7865,1.57E+03,3.03,9.29,45.5,5103,4.562,0.04,0.787,0.823,,,,
6948054,Kepler-245 c,CONFIRMED,17.46087931,0,0.594,2.2641,8.12E+02,2.32,24.6,22.6,5103,4.562,0.04,0.787,0.823,,,,
6435936,Kepler-705 b,CONFIRMED,56.0560754,0,0.018,4.685,1.63E+03,1.94,0.69,27.4,3593,4.757,0.26,0.491,0.503,,,,
6522242,Kepler-706 b,CONFIRMED,41.40831669,0,0.377,5.0264,2.28E+04,11.38,9.93,907.8,5522,4.586,-0.46,0.747,0.786,,,,
6526710,,CANDIDATE,39.74893077,0,0.881,7.3051,1.52E+04,14.21,21.87,561.1,6122,4.487,-0.18,0.964,1.041,,,,
6587280,Kepler-243 b,CONFIRMED,5.715425977,0,0.348,2.5242,9.08E+02,2.47,123.03,59.4,5237,4.572,0.24,0.826,0.927,,,,
9471974,Kepler-108 B b,CONFIRMED,49.18394185,0,0.035,11.3364,1.65E+03,8.2,47.4,355.7,5626,3.907,0.36,2.057,1.247,,,,
6587280,Kepler-243 c,CONFIRMED,20.0261412,0,0.957,1.611,4.21E+02,2.28,23.14,10.7,5237,4.572,0.24,0.826,0.927,,,,
6599919,,CANDIDATE,13.61014819,0,1.081,2.594,5.73E+03,19.02,68.29,184.1,5697,4.46,-0.26,0.903,0.857,,,,
6675056,,FALSE POSITIVE,10.44331991,0,0.23,2.743,1.16E+03,2.66,46.94,51.7,4947,4.516,0.08,0.802,0.769,,,,
6685526,Kepler-707 b,CONFIRMED,2.237489571,0,0.128,1.8119,3.16E+02,1.41,427.17,30.7,5265,4.58,0.14,0.81,0.91,,,,
6756669,,FALSE POSITIVE,5.851520671,0,0.211,3.11058,3.30E+04,14.62,155.89,1630.4,5532,4.53,-0.34,0.806,0.804,,,,
6784235,Kepler-708 b,CONFIRMED,3.167893418,0,0.026,2.1814,7.81E+02,2.62,526.23,64.8,5895,4.503,-0.02,0.94,1.026,,,,
6849310,Kepler-244 b,CONFIRMED,4.311780262,0,0.196,2.7251,1.15E+03,3.11,274.84,86.1,5527,4.484,0.16,0.927,0.956,,,,
6849310,Kepler-244 d,CONFIRMED,20.0504494,0,0.383,4.556,8.41E+02,2.69,35.44,37.8,5527,4.484,0.16,0.927,0.956,,,,
6849310,Kepler-244 c,CONFIRMED,9.76734503,0,0.9,1.6585,5.69E+02,2.67,92.46,21.1,5527,4.484,0.16,0.927,0.956,,,,
6862328,,CANDIDATE,119.0207044,0,0.076,8.1405,7.43E+03,8.98,4.25,223.5,5453,4.342,0.16,1.062,0.904,,,,
9471974,Kepler-108 B c,CONFIRMED,190.3200468,0,0.812,15.284,1.14E+03,7.78,7.8,139.3,5626,3.907,0.36,2.057,1.247,,,,
6862603,,FALSE POSITIVE,2.861159894,0,0.965,1.8832,1.01E+03,4.37,797.1,58.3,6126,4.458,-0.04,1.021,1.09,,,,
7366258,Kepler-82 b,CONFIRMED,26.44439337,0,0.03,3.9783,1.84E+03,3.91,23.54,88,5427,4.463,0.16,0.929,0.915,,,,
7366258,Kepler-82 c,CONFIRMED,51.53997972,0,0.183,6.3994,3.64E+03,5.51,9.67,155.5,5427,4.463,0.16,0.929,0.915,,,,
7366258,Kepler-82 e,CONFIRMED,5.902245782,0,0.209,2.9003,7.02E+02,2.43,173.74,59.3,5427,4.463,0.16,0.929,0.915,,,,
7366258,Kepler-82 d,CONFIRMED,2.382951591,0,0.479,1.8876,3.92E+02,1.86,583.01,41.4,5427,4.463,0.16,0.929,0.915,,,,
7373451,Kepler-712 b,CONFIRMED,21.02250608,0,0.036,4.1072,1.77E+03,3.07,17.48,62.4,5067,4.585,-0.08,0.75,0.789,,,,
6948054,Kepler-245 e,CONFIRMED,3.219814777,0,0.06,2.0642,4.88E+02,1.69,234.93,30.5,5103,4.562,0.04,0.787,0.823,,,,
6949607,Kepler-28 b,CONFIRMED,5.912273234,0,0.17,2.3254,9.61E+02,1.73,27.72,62.8,4072,4.696,-0.18,0.57,0.586,,,,
6949607,Kepler-28 c,CONFIRMED,8.98581901,0,0.008,2.8606,8.81E+02,1.65,15.9,51.8,4072,4.696,-0.18,0.57,0.586,,,,
7031517,,CANDIDATE,12.94066866,0,0.897,2.4845,4.25E+04,22.94,64.64,307.5,5875,4.572,-0.42,0.809,0.895,,,,
11869052,,FALSE POSITIVE,20.5452375,0,0.95,2.517,2.19E+02,2.41,71.57,18.5,5670,4.206,0,1.264,0.937,,,,
7109675,Kepler-46 b,CONFIRMED,33.60123371,0,0.67,4.4056,7.43E+03,8.46,14.22,247.9,5149,4.447,0.42,0.93,0.882,,,,
7109675,Kepler-46 d,CONFIRMED,6.76652928,0,0.429,2.9004,4.51E+02,1.97,120.48,29.2,5149,4.447,0.42,0.93,0.882,,,,
7118364,Kepler-710 b,CONFIRMED,4.347288783,0,0.025,2.1024,4.52E+02,2.36,449.79,39.7,5754,4.345,0.16,1.122,1.014,,,,
7134976,Kepler-246 b,CONFIRMED,4.601811819,0,0.567,2.2607,7.56E+02,2.35,152.91,60.8,4986,4.496,0.16,0.833,0.793,,,,
7134976,Kepler-246 c,CONFIRMED,11.18719905,0,0.387,3.252,3.54E+02,1.55,46.65,21.9,4986,4.496,0.16,0.833,0.793,,,,
7135852,,CANDIDATE,4.220965778,0,0.705,3.0854,2.26E+03,2.62,29.68,157.8,3837,4.747,-0.06,0.517,0.544,,,,
7270230,,FALSE POSITIVE,6.998099523,0,7.361,2.0488,2.03E+04,588.66,125.22,192.3,5612,4.566,-0.12,0.829,0.926,,,,
7287995,Kepler-81 b,CONFIRMED,5.95489993,0,0.327,2.3892,1.41E+03,2.33,38.52,87.2,4261,4.641,-0.06,0.633,0.64,,,,
7287995,Kepler-81 c,CONFIRMED,12.03987488,0,0.286,2.7363,1.25E+03,2.18,15.06,57.6,4261,4.641,-0.06,0.633,0.64,,,,
7287995,Kepler-81 d,CONFIRMED,20.83762895,0,0.706,2.3734,4.39E+02,1.42,7.24,14.9,4261,4.641,-0.06,0.633,0.64,,,,
3247396,,FALSE POSITIVE,8.8111022,0,1.223,5.0683,4.01E+02,63.66,904.92,76.8,6200,3.8,-0.12,2.404,1.333,,,,
7303253,Kepler-711 b,CONFIRMED,23.58917143,0,0.926,5.073,1.20E+03,3.16,13.34,53.3,4919,4.566,-0.24,0.721,0.697,,,,
5094751,Kepler-109 b,CONFIRMED,6.481633073,0,0.833,3.784,2.99E+02,2.54,406.25,125.6,5945,4.213,-0.08,1.302,1.009,,,,
7678434,Kepler-716 b,CONFIRMED,10.37168928,0,0.537,3.035,1.25E+03,3.2,63.68,64.5,5121,4.457,0.18,0.888,0.822,,,,
7678434,Kepler-716 c,CONFIRMED,3.96996298,0,0.836,1.1757,2.99E+02,1.78,229.37,15,5121,4.457,0.18,0.888,0.822,,,,
7685981,Kepler-717 b,CONFIRMED,4.40841331,0,0.899,5.012,5.49E+02,2.66,398,45.1,6007,4.457,-0.24,0.961,0.968,,,,
7708215,,FALSE POSITIVE,7.9426176,0,0.942,6.703,1.59E+03,4.68,140.57,60.4,5811,4.521,0.07,0.926,1.036,,,,
7373451,Kepler-712 c,CONFIRMED,226.8904775,0,0.731,7.558,3.14E+03,4.53,0.73,46.8,5067,4.585,-0.08,0.75,0.789,,,,
7377033,,FALSE POSITIVE,1.956811408,0,1.091,2.1958,2.49E+04,21.58,357.16,125.4,5209,4.657,-1.24,0.603,0.602,,,,
7380537,,CANDIDATE,2.688899233,0,0.001,2.11275,3.75E+04,12.04,175.76,1011.6,4820,4.667,-0.4,0.639,0.699,,,,
7434875,Kepler-247 c,CONFIRMED,9.439459486,0,0.049,2.8979,3.04E+03,4.16,52.32,175.2,5097,4.597,0.21,0.779,0.891,,,,
8349582,Kepler-95 b,CONFIRMED,11.52306746,0,0,3.8757,5.07E+02,3.13,174.81,142,5644,4.162,0.3,1.411,1.053,,,,
7434875,Kepler-247 d,CONFIRMED,20.47748843,0,0.497,2.8364,1.38E+03,2.92,18.65,52.7,5097,4.597,0.21,0.779,0.891,,,,
7434875,Kepler-247 b,CONFIRMED,3.336123113,0,0.252,1.9616,5.16E+02,1.74,209.79,41.6,5097,4.597,0.21,0.779,0.891,,,,
7455287,Kepler-54 b,CONFIRMED,8.01078456,0,0.192,2.312,1.33E+03,1.72,9.9,48.5,3713,4.779,-0.12,0.47,0.484,,,,
7455287,Kepler-54 c,CONFIRMED,12.07134205,0,0.014,4.3224,7.59E+02,1.29,5.74,31,3713,4.779,-0.12,0.47,0.484,,,,
7455287,Kepler-54 d,CONFIRMED,20.99587872,0,0.228,2.6333,7.67E+02,1.3,2.74,18.2,3713,4.779,-0.12,0.47,0.484,,,,
7458762,Kepler-713 b,CONFIRMED,7.41113177,0,0.712,2.5242,6.21E+02,2.45,158.11,50.4,5849,4.517,-0.02,0.919,1.014,,,,
7552344,,FALSE POSITIVE,1.000747038,0,0.908,0.9967,1.82E+03,4.14,1635.2,147.4,5472,4.499,-0.54,0.79,0.718,,,,
757450,Kepler-75 b,CONFIRMED,8.884922995,0,0.069,2.07004,1.61E+04,10.51,83.21,388.2,5332,4.5,-0.08,0.843,0.821,,,,
7585481,Kepler-714 b,CONFIRMED,8.09888906,0,0.018,4.20241,6.91E+03,8.95,223.19,435.9,6214,4.442,0.07,1.076,1.169,,,,
7663691,Kepler-715 b,CONFIRMED,10.00653012,0,0.862,5.344,9.36E+02,3.52,139.21,71.9,6063,4.47,-0.02,1.001,1.079,,,,
5812701,Kepler-448 b,CONFIRMED,17.85522168,0,0.075,7.41287,9.07E+03,13.16,163.04,915.7,6823,4.308,0.07,1.367,1.386,,,,
8013419,,CANDIDATE,12.73262407,0,0.811,2.2083,6.47E+03,4.87,8.22,210.5,3950,4.721,-0.14,0.541,0.563,,,,
8018547,,CANDIDATE,83.92494032,0,0.658,6.7904,7.96E+03,4.78,0.62,182.1,3960,4.746,-0.36,0.509,0.526,,,,
8039892,Kepler-719 b,CONFIRMED,5.007316661,0,0.344,4.2362,6.93E+03,6.96,234.28,431.4,5865,4.563,-0.34,0.827,0.914,,,,
8150320,Kepler-55 d,CONFIRMED,2.211116989,0,0.69,1.6485,7.24E+02,1.85,177.19,42.6,4500,4.656,-0.02,0.646,0.71,,,,
8150320,Kepler-55 b,CONFIRMED,27.9541337,0,0.063,3.95,9.43E+02,1.9,6.04,25.4,4500,4.656,-0.02,0.646,0.71,,,,
11086270,Kepler-110 b,CONFIRMED,12.69104387,0,0.008,3.7727,2.52E+02,2.57,244.3,60.2,5869,4.024,-0.16,1.626,1.019,,,,
7767559,,FALSE POSITIVE,4.409409243,0,0.028,3.8636,1.29E+04,10.95,347.06,85.8,5600,4.368,-0.26,0.975,0.811,,,,
7825899,Kepler-248 c,CONFIRMED,16.23947096,0,0.043,4.0374,2.59E+03,4.14,30.14,123.8,5191,4.564,0.34,0.837,0.937,,,,
7825899,Kepler-248 b,CONFIRMED,6.308201629,0,0.03,2.9785,1.33E+03,2.96,106.44,86.2,5191,4.564,0.34,0.837,0.937,,,,
7849854,Kepler-718 b,CONFIRMED,2.052349884,0,0.437,2.0778,1.43E+04,13.12,1183.18,1072.1,5855,4.393,0.14,1.08,1.049,,,,
7870390,Kepler-83 A b,CONFIRMED,9.7704486,0,0.09,2.4517,1.90E+03,2.23,10.59,58,3906,4.73,-0.32,0.509,0.508,,,,
7870390,Kepler-83 A d,CONFIRMED,5.169804269,0,0.351,2.153,1.04E+03,1.66,24.75,41.4,3906,4.73,-0.32,0.509,0.508,,,,
5094751,Kepler-109 c,CONFIRMED,21.22261195,0,0.02,6.5093,3.66E+02,2.48,83.56,114.9,5945,4.213,-0.08,1.302,1.009,,,,
7870390,Kepler-83 A c,CONFIRMED,20.09017037,0,0.886,4.154,1.43E+03,2.25,4.05,36.9,3906,4.73,-0.32,0.509,0.508,,,,
7907423,Kepler-249 c,CONFIRMED,7.11373257,0,0.334,2.1764,8.08E+02,1.16,8.01,44.4,3561,4.855,0,0.411,0.44,,,,
7907423,Kepler-249 b,CONFIRMED,3.306551643,0,0.001,1.8177,5.09E+02,0.91,22.19,37.8,3561,4.855,0,0.411,0.44,,,,
7907423,Kepler-249 d,CONFIRMED,15.36845737,0,0.115,2.4714,7.56E+02,1.11,2.86,30.9,3561,4.855,0,0.411,0.44,,,,
7938496,,CANDIDATE,13.81020318,0,0.791,3.048,1.31E+03,4.56,113.75,46.2,5942,4.327,-0.04,1.142,1.009,,,,
8490993,Kepler-722 b,CONFIRMED,4.093578461,0,0.93,2.5833,5.39E+02,2.85,461.07,36.4,6077,4.471,-0.04,0.999,1.077,,,,
8490993,Kepler-722 c,CONFIRMED,105.145959,0,0.964,8.593,6.85E+02,3.43,6.09,15.4,6077,4.471,-0.04,0.999,1.077,,,,
8505670,Kepler-252 c,CONFIRMED,10.8484518,0,0.21,2.9993,1.68E+03,2.34,14.66,64.5,4201,4.682,-0.2,0.591,0.609,,,,
8505670,Kepler-252 b,CONFIRMED,6.66833241,0,0.644,1.915,3.62E+02,1.18,28.06,14.2,4201,4.682,-0.2,0.591,0.609,,,,
8544996,Kepler-723 b,CONFIRMED,4.082274889,0,0.093,3.23015,1.79E+04,10.55,251.48,1669.1,5655,4.581,-0.3,0.794,0.886,,,,
8552202,,CANDIDATE,3.886655224,0,0.649,3.1646,5.82E+02,1.87,246.29,48.1,5662,4.61,-0.54,0.738,0.813,,,,
8150320,Kepler-55 c,CONFIRMED,42.1406089,0,0.045,5.083,8.96E+02,1.85,3.49,21.6,4500,4.656,-0.02,0.646,0.71,,,,
8150320,Kepler-55 e,CONFIRMED,4.617490562,0,0.649,2.2618,5.76E+02,1.62,66.47,28.1,4500,4.656,-0.02,0.646,0.71,,,,
8150320,Kepler-55 f,CONFIRMED,10.19849255,0,0.714,2.4283,6.34E+02,1.75,23.11,21.4,4500,4.656,-0.02,0.646,0.71,,,,
8180063,,FALSE POSITIVE,5.795063956,0,0.949,3.2496,1.69E+03,4.33,192.74,119.4,5865,4.563,-0.34,0.827,0.914,,,,
8226994,Kepler-250 c,CONFIRMED,7.15681552,0,0.45,2.5882,8.67E+02,2.47,88.23,47.7,5029,4.494,0.14,0.838,0.798,,,,
8226994,Kepler-250 d,CONFIRMED,17.64830851,0,0.653,2.0873,7.63E+02,2.43,26.49,23.8,5029,4.494,0.14,0.838,0.798,,,,
8226994,Kepler-250 b,CONFIRMED,4.14810719,0,0.093,2.535,1.75E+02,1.08,182.76,12.9,5029,4.494,0.14,0.838,0.798,,,,
8247638,Kepler-251 c,CONFIRMED,16.51410989,0,0.395,4.1575,9.74E+02,2.72,43.57,55.9,5527,4.488,-0.18,0.866,0.841,,,,
8247638,Kepler-251 d,CONFIRMED,30.1329298,0,0.839,5.172,1.02E+03,3.14,19.55,44.8,5527,4.488,-0.18,0.866,0.841,,,,
8247638,Kepler-251 b,CONFIRMED,4.79090809,0,0.11,2.603,2.51E+02,1.36,227.24,21.2,5527,4.488,-0.18,0.866,0.841,,,,
11086270,Kepler-110 c,CONFIRMED,31.71981013,0,0.125,4.819,3.63E+02,3.09,71.97,63.1,5869,4.024,-0.16,1.626,1.019,,,,
8247638,Kepler-251 e,CONFIRMED,99.6415962,0,0.028,4.448,9.53E+02,2.64,3.97,22.7,5527,4.488,-0.18,0.866,0.841,,,,
8255887,Kepler-720 b,CONFIRMED,4.708326451,0,0.061,3.16114,7.91E+03,10.6,431.02,633.4,5560,4.246,0.14,1.21,0.94,,,,
8256049,,FALSE POSITIVE,16.37198661,0,9.303,3.8449,4.15E+03,540.37,8.71,54.5,4187,4.656,-0.28,0.592,0.58,,,,
8414716,Kepler-721 b,CONFIRMED,5.392026903,0,0.314,2.9804,1.15E+03,2.68,123.33,77.4,5198,4.589,0.21,0.801,0.915,,,,
9140402,,CANDIDATE,2.494170338,0,0.095,1.1221,8.64E+02,2.42,480.19,69.2,5569,4.566,-0.08,0.829,0.928,,,,
9141746,Kepler-730 b,CONFIRMED,6.491682808,0,0.535,4.301,7.16E+03,9.66,301.54,502.3,6123,4.413,0.14,1.107,1.159,,,,
9159275,,FALSE POSITIVE,3.044770796,0,1.252,10.0134,1.70E+03,24.54,317.36,203.5,5525,4.603,-0.36,0.753,0.843,,,,
9166862,Kepler-731 b,CONFIRMED,3.855603916,0,0.348,3.2179,1.67E+04,13.61,508.65,1173.9,6033,4.46,0.21,1.046,1.153,,,,
9166870,,FALSE POSITIVE,3.855599139,0,0.864,3.183,1.03E+03,3.57,425.74,90.1,5936,4.501,0.07,0.965,1.075,,,,
11449844,Kepler-468 b,CONFIRMED,38.47876629,0,0.003,5.04169,2.35E+04,13.26,13.01,1077.8,5510,4.539,0.16,0.879,0.973,,,,
8605074,,FALSE POSITIVE,37.60166128,0,0.408,8.30604,5.91E+04,27.22,31.86,1667.3,6140,4.354,-0.24,1.096,0.989,,,,
8628973,Kepler-724 b,CONFIRMED,3.314947362,0,0.799,1.8007,1.40E+03,3.94,421.03,123.5,5609,4.481,0.16,0.944,0.983,,,,
8655354,,FALSE POSITIVE,6.71969089,0,0.985,3.0231,9.70E+02,4.37,194.18,45.4,5931,4.479,-0.6,0.866,0.825,,,,
8672910,Kepler-725 b,CONFIRMED,39.6431552,0,0.062,6.5292,1.57E+04,10.98,11.74,690.3,5231,4.455,0.14,0.9,0.844,,,,
8686150,,FALSE POSITIVE,51.42598578,0,0.203,16.9422,6.61E+04,29.66,21.4,1843.8,6257,4.41,0.21,1.147,1.233,,,,
8689031,Kepler-726 b,CONFIRMED,21.80451611,0,0.751,3.4097,1.14E+03,2.6,20.48,49.9,5481,4.629,-0.5,0.708,0.806,,,,
8689373,Kepler-253 c,CONFIRMED,10.28194593,0,0.168,3.4366,1.11E+03,2.53,50.6,55,5196,4.593,0.04,0.775,0.869,,,,
8689373,Kepler-253 d,CONFIRMED,18.11993039,0,0.206,4.2309,1.51E+03,2.95,23.77,60.7,5196,4.593,0.04,0.775,0.869,,,,
8689373,Kepler-253 b,CONFIRMED,3.78402867,0,0.691,1.9012,4.26E+02,1.7,191.78,25.6,5196,4.593,0.04,0.775,0.869,,,,
8826878,Kepler-727 b,CONFIRMED,5.15448142,0,0.933,3.228,6.98E+02,2.94,204.1,48.1,5431,4.457,-0.14,0.884,0.816,,,,
5897826,Kepler-469 b,FALSE POSITIVE,33.80364366,0,0.023,11.4813,1.35E+04,20.7,72.71,529.9,5855,3.999,0.16,1.796,1.174,,,,
8883593,Kepler-728 b,CONFIRMED,5.743469797,0,0.001,3.4412,1.24E+03,3.13,219.95,79.7,5897,4.531,-0.16,0.891,0.983,,,,
8951215,,CANDIDATE,39.4759093,0,0.938,2.968,1.01E+03,4.06,26.13,26.6,6225,4.45,-0.12,1.031,1.091,,,,
9016295,,FALSE POSITIVE,19.97448524,0,0.886,4.23479,4.03E+04,26.56,56.84,1398.8,6108,4.471,-0.08,0.997,1.072,,,,
9077124,Kepler-729 b,CONFIRMED,3.166353562,0,0.032,3.3129,1.47E+03,3.82,621.92,128.3,6007,4.47,0.02,0.998,1.072,,,,
9097120,,FALSE POSITIVE,23.89963441,0,1.245,3.81881,2.10E+04,44.04,42.8,547.8,6192,4.503,-0.38,0.924,0.991,,,,
9466668,Kepler-256 c,CONFIRMED,3.388012244,0,0.433,2.6849,2.80E+02,2.11,705.93,30.6,5553,4.221,0.16,1.25,0.949,,,,
9466668,Kepler-256 d,CONFIRMED,5.83909761,0,0.341,3.1915,2.74E+02,2.06,341.48,25.2,5553,4.221,0.16,1.25,0.949,,,,
9466668,Kepler-256 b,CONFIRMED,1.620467654,0,0.271,2.1888,1.60E+02,1.57,1893.42,22.7,5553,4.221,0.16,1.25,0.949,,,,
9466668,Kepler-256 e,CONFIRMED,10.6816951,0,0.646,3.605,3.08E+02,2.3,152.75,21.9,5553,4.221,0.16,1.25,0.949,,,,
9479273,Kepler-734 b,CONFIRMED,6.104849417,0,0.041,4.6912,2.09E+03,3.18,89.25,293.7,5085,4.584,-0.36,0.712,0.71,,,,
8359498,Kepler-77 b,CONFIRMED,3.578780566,0,0.079,2.91089,1.14E+04,10.43,406.6,1838.4,5524,4.421,0.2,0.994,0.95,,,,
9171801,,FALSE POSITIVE,3.187067566,0,1.234,3.119,1.04E+03,23.88,319.76,37.2,5450,4.552,-0.14,0.811,0.857,,,,
9334289,Kepler-254 b,CONFIRMED,5.826657508,0,0.033,2.9183,1.54E+03,4.09,248.57,81.1,5561,4.362,0.16,1.06,0.943,,,,
9334289,Kepler-254 c,CONFIRMED,12.41216347,0,0.021,3.739,6.11E+02,2.58,90.65,25.6,5561,4.362,0.16,1.06,0.943,,,,
9334289,Kepler-254 d,CONFIRMED,18.74649011,0,0.508,3.895,7.97E+02,3.05,52.38,26.7,5561,4.362,0.16,1.06,0.943,,,,
9347899,Kepler-31 b,CONFIRMED,20.86021229,0,0.066,5.1937,1.91E+03,5.5,87.76,117,6035,4.22,-0.28,1.257,0.958,,,,
9347899,Kepler-31 c,CONFIRMED,42.63427848,0,0.142,6.1998,1.72E+03,5.22,33.82,78.7,6035,4.22,-0.28,1.257,0.958,,,,
9347899,Kepler-31 d,CONFIRMED,87.6476068,0,0.147,8.871,1.01E+03,4,12.94,37.5,6035,4.22,-0.28,1.257,0.958,,,,
9347899,,CANDIDATE,9.61731426,0,0.331,3.8692,2.34E+02,1.94,246.13,18.2,6035,4.22,-0.28,1.257,0.958,,,,
9388479,Kepler-732 b,CONFIRMED,9.467821474,0,0.081,2.4327,2.24E+03,2.13,6.47,124.7,3582,4.807,0.18,0.458,0.491,,,,
9388479,Kepler-732 c,CONFIRMED,0.893040969,0,0.009,1.0981,7.42E+02,1.24,151.14,87.8,3582,4.807,0.18,0.458,0.491,,,,
11359879,Kepler-15 b,CONFIRMED,4.942783419,0,0.566,3.25346,1.11E+04,10.62,244.42,2040.7,5514,4.459,0.36,0.978,1.003,,,,
9406990,Kepler-733 b,CONFIRMED,20.83426731,0,0.256,4.0454,9.88E+02,2.74,29.62,45.1,5537,4.549,0.21,0.88,0.999,,,,
9415172,Kepler-255 c,CONFIRMED,9.94602357,0,0.035,3.3862,9.95E+02,3.12,100.34,51,5344,4.365,0.16,1.013,0.867,,,,
9415172,Kepler-255 d,CONFIRMED,1.04562195,0,0.037,1.8955,2.13E+02,1.45,2031.84,25.3,5344,4.365,0.16,1.013,0.867,,,,
9415172,Kepler-255 b,CONFIRMED,5.71462396,0,0.503,2.336,2.98E+02,1.78,210.16,16.7,5344,4.365,0.16,1.013,0.867,,,,
9904059,,FALSE POSITIVE,102.9641952,0,0.922,15.735,1.90E+03,39,95.4,86.1,5047,3.066,0.07,7.119,2.15,,,,
3231341,Kepler-24 b,CONFIRMED,8.14515981,0,0.965,5.073,4.47E+02,3.43,287.91,32.2,5896,4.197,-0.36,1.24,0.884,,,,
3231341,Kepler-24 e,CONFIRMED,18.9985279,0,1.3,4.529,4.31E+02,43.17,93.03,16.9,5896,4.197,-0.36,1.24,0.884,,,,
